id,name,n_pubs,n_citations,h_index
99640,Gregory Dudek,1,0,0
263787,Stephanie Sage,1,0,0
372621,Li Lian,1,0,0
428319,Charles D. Yang,1,0,0
523032,Hans Uszkoreit,2,1,1
526246,Akitoshi Okumura,1,0,0
617966,Shigenobu Kobayashi,3,0,0
914970,Jovan Popovic,1,0,0
923505,Vittorio Murino,1,0,0
966071,Thomas R. Shultz,1,0,0
1007795,Dunja Mladenič,2,0,0
1585297,João Gama,2,0,0
37042,Geoff Hulten,1,0,0
310912,Mihai Boicu,1,0,0
353547,R. Stevenson,1,1,1
405387,J. Isidoro,1,0,0
559539,Daniel Borrajo,1,0,0
752845,Yuri A. Ivanov,1,0,0
1026008,Koichi Yamashita,1,0,0
1122955,Charles R. Rosenberg,1,0,0
1573607,Visvanathan Ramesh,7,1,1
1593637,David Renaudie,1,1,1
1602931,Jeremy Yermiyahou Kaminski,2,0,0
1620049,Hichem Sahbi,2,0,0
1657108,Huafeng Liu,1,0,0
1700565,Kalle Åström,1,0,0
101042,Bill Triggs,5,4,1
246550,Lluís Padró,1,0,0
531299,Stefan Thater,2,1,1
543975,Rémi Ronfard,1,0,0
690693,David Gavaghan,1,0,0
759683,Shuchi Chawla,1,0,0
989112,Marsha C. Lovett,1,0,0
1161797,Vincent Colin de Verdière,2,1,1
1287428,Roger Evans,1,0,0
1551810,Costas Tsatsoulis,1,0,0
1556072,Dominik Auf der Maur,1,0,0
1664507,Michael Brady,1,0,0
51893,Ehud Reiter,1,0,0
128297,Stella X. Yu,1,0,0
180338,L Schubert,1,0,0
193634,Gill Bejerano,2,0,0
412281,J. Scott McCarley,1,0,0
1031765,Nikos Fakotakis,1,0,0
1133438,Daichi Hayakawa,1,0,0
1165601,S. Busemann,1,0,0
1189525,Tinne Tuytelaars,1,0,0
1200102,Roderic A. Grupen,2,0,0
1452835,Marie-Odile Berger,1,0,0
1611711,Yasuhiro Sasaki,1,0,0
1709864,Javier Sánchez,1,0,0
356561,Friedrich Neubarth,1,0,0
390043,Richard Howard Wicentowski,1,3,1
441250,Eric Villemonte de la Clergerie,1,0,0
537920,Paulo Rocha,1,0,0
567715,Bernard Chazelle,1,0,0
594577,Jamie Sherrah,1,0,0
771558,Michael van Lent,1,0,0
1062485,Patrick Pantel,1,0,0
1084444,Ralf D. Brown,1,0,0
1354118,Torsten Rohlfing,1,0,0
1357489,Alessandro Duci,3,0,0
1571641,Yuanhui Zhou,1,0,0
1594505,Allen Y. Yang,1,0,0
111860,Joaquin Gonzalez-Rodriguez,1,0,0
203813,Alexis Nasr,1,0,0
523535,Stephan Vogel,2,0,0
741194,Davi Geiger,1,0,0
756618,Geoffrey G. Towell,2,0,0
767097,Cristian Levcovici,1,0,0
960513,Patrice Latinne,1,0,0
1020233,Teck Khim Ng,1,0,0
1105598,Tessa A. Lau,1,0,0
1213921,Alessandro Chiuso,1,1,1
1360969,Jim Xiuquan Ji,1,0,0
358163,Ramani Duraiswami,3,0,0
841159,Yizhou Yu,1,0,0
917221,D. J. Fleet,3,7,1
991520,Maxime Lhuillier,2,0,0
1121805,Peter Nillius,1,0,0
1140778,Koichi Takeuchi,1,0,0
1210142,Jan Struyf,1,0,0
1238089,Laurent Younes,2,1,1
1252498,Narjès Boufaden,1,0,0
1360723,Song Wang,1,0,0
1648995,Renaud Keriven,2,0,0
24223,Jianbo Shi,2,2,1
444524,Andrew Davison,1,0,0
537488,Diana Santos,1,0,0
572652,Chuan Long,1,0,0
728734,Hajime Tsukada,1,0,0
754354,Ralph Grishman,1,0,0
953034,Ivan Bratko,3,0,0
1179028,A. Ericsson,1,0,0
1274123,Shimei Pan,1,1,1
1331132,Hitoshi Iida,1,0,0
1386182,Matthew Brand,1,0,0
1473870,G. Kokkinakis,1,0,0
1490387,Christine E. McLaren,1,0,0
1546111,Joost van de Weijer,2,0,0
48596,Roland T. Chin,1,0,0
160385,Xiang Sean Zhou,1,0,0
261022,John MacCormick,3,9,2
385705,Nir Friedman,1,0,0
499435,Sang-Zoo Lee,2,0,0
666476,Owen Rambow,3,1,1
805604,Hideki Isozaki,2,0,0
942704,Enrico Blanzieri,1,0,0
1271852,Michael T. Rosenstein,1,0,0
1278260,Joel R. Tetreault,1,2,1
1280656,Wen-Cheng Lin,1,0,0
1552613,Lorenza Saitta,1,0,0
94497,Liang Wang,1,0,0
417270,Ricardo Vilalta,1,0,0
452087,Yoram Baram,1,0,0
538830,Hossein Ragheb,1,0,0
620574,Jien Kato,1,1,1
816350,Shuicheng Yan,2,0,0
923066,Jihong Ding,1,0,0
1219425,N. Karmarkar,1,0,0
1352193,Anish Nair,1,0,0
1361320,Yunmei Chen,3,0,0
1619288,Sethu Vijayakumar,2,0,0
1697003,Cosmin Munteanu,1,0,0
149530,Sham Kakade,3,0,0
363948,Alan Fern,1,0,0
575972,Narendra Ahuja,4,2,1
844060,Boris Xavier Vintimilla,1,0,0
1014074,Kimon Roussopoulos,1,0,0
1015994,Atsuko Kida,1,0,0
1059510,Mauro Birattari,1,0,0
1155786,Sreeream V. Balakrishnan,1,0,0
1325560,S. A. Goldman,3,1,1
1425829,K. Daniilidis,5,1,1
1625554,Renate Henschel,1,1,1
1630228,N. Ayache,2,0,0
1698681,Arnold W. M. Smeulders,4,0,0
1359,Peng Shi,1,0,0
180287,Johannes E. Gehrke,1,0,0
193881,Ashwin Srinivasan,2,0,0
235117,F. O. Kuehnel,1,0,0
250660,Seong Bae Park,2,0,0
388510,Ilan Shimshoni,2,0,0
539433,Scott Mardis,1,0,0
596053,Doina Precup,2,0,0
627098,Bianca Zadrozny,1,0,0
634341,Neil Lawrence,1,0,0
840117,Jianhua Yao,1,0,0
916924,M. J. Chantler,2,0,0
1415731,M. Kearns,1,2,1
1418351,Do-Gil Lee,1,0,0
1488848,Andy Tsai,1,1,1
1577302,R. S. Weiss,1,0,0
1612766,John C. Blitzer,1,0,0
1645947,Byron Dom,2,0,0
229391,Gilles Simon,1,0,0
405178,Philip David,1,0,0
555078,S. K. Shevade,1,0,0
793909,Mona Talat Diab,1,2,1
802955,Masataka Kagesawa,1,0,0
861156,Raul Queiroz Feitosa,1,0,0
885409,Sridhar Mahadevan,3,0,0
1506013,Jan Wieghardt,1,0,0
1674999,A. Oliva,1,0,0
1708361,H. Ney,5,15,2
