id,name,n_pubs,n_citations,h_index
1666594,K. Kukich,1,0,0
26750,B. Southall,1,0,0
243485,Cong Li,1,2,1
477008,Nir Sochen,3,0,0
689432,Ingrid Zukerman,1,0,0
704287,J. Denzler,1,0,0
754631,J. L. Prince,1,0,0
769963,Erik F. Tjong Kim Sang,1,0,0
1033381,Shaohua Zhou,2,0,0
1108023,Marc Pickett,1,0,0
1146776,M. Mirmehdi,1,0,0
1157261,Leonard McMillan,1,0,0
1203762,Athanassios Papagelis,1,0,0
1440831,Chi Wang,1,0,0
1456214,David Eric Yarowsky,4,6,2
1487792,Naokazu Yokoya,1,0,0
1590362,Akiko N. Aizawa,1,0,0
1592100,Daniel G. Shapiro,1,0,0
1631565,Yusuke Miyao,2,0,0
1695710,Tomaso Poggio,2,2,1
117201,Étienne Mémin,3,0,0
128585,Joseph Shamir,1,1,1
429751,Laurent Romary,1,0,0
658843,Zhao Jun,1,0,0
901706,G. Carneiro,2,0,0
1192739,Shyjan Mahamud,3,0,0
1249999,Jose M Benedi,1,0,0
1574536,Yun Niu,1,0,0
242262,Min Tang,1,0,0
318257,Walter Daelemans,3,2,1
421775,E. Grosso,2,0,0
444515,Slobodan Vucetic,1,0,0
539505,Barry Schiffman,1,0,0
544673,Tom Stocky,1,0,0
634051,Tapio Elomaa,1,0,0
882006,Leonid Peshkin,2,0,0
988528,Steven J. Gortler,1,0,0
1107339,P. Duygulu,1,0,0
1457636,Sameh M. Yamany,1,1,1
1532420,Massimiliano Pavan,1,0,0
1619678,Charles S. Wiles,1,2,1
1708960,Vladimir Petkevic,1,0,0
201114,Duncan F. Gillies,1,0,0
241913,Jan De Prins,1,0,0
801414,Mehryar Mohri,1,0,0
1206693,K. Doya,1,0,0
1512456,Peter Brockhausen,1,0,0
1699130,Gerardo Hermosillo,2,0,0
70079,Josep Maria Garrell i Guiu,1,0,0
93228,Xiaopeng Tao,1,0,0
173400,Mathias Creutz,1,0,0
224633,Robert A. Jacobs,1,0,0
258909,P S Yu,1,0,0
518462,A. Gammerman,1,0,0
1099074,F. P. Ferrie,2,0,0
1262870,Donia R. Scott,1,0,0
1331134,Yoram Singer,1,1,1
1480655,Robert C. Moore,3,2,1
1579136,Nikos Paragios,5,8,2
1596333,J J Koenderink,2,0,0
146123,Nicolas Meuleau,1,0,0
383879,Charless Fowlkes,1,0,0
405756,Philipp Koehn,1,0,0
552489,ZuWhan Kim,2,0,0
583351,Johannes Hug,1,0,0
852652,Makoto Sato,1,0,0
878883,Lindsay Martin,1,0,0
941501,Rama Chellappa,3,0,0
1342063,P. Favaro,6,4,1
1398249,Heung-Yeung Shum,5,0,0
1469743,Huma Lodhi,1,0,0
1666614,Florica Mindru,1,0,0
394952,Thomas Vetter,2,0,0
705348,Qiansheng Cheng,1,0,0
793899,Péter Dienes,1,0,0
1078041,Th. Gevers,2,0,0
1226323,Frederik Schaffalitzky,1,1,1
1355108,Rebecca Frances Bruce,1,0,0
1540428,Mingjing Li,1,0,0
1581312,D. Grimes,1,0,0
1686955,Martin Urban,1,1,1
215670,M. I. A. Lourakis,2,0,0
272658,J. Droulez,1,0,0
290258,Margarita Osadchy,2,0,0
320994,Manish Sarkar,1,0,0
322050,Vlad Branzoi,1,0,0
562370,Xiaodong Wang,2,0,0
701788,Robert Pless,1,0,0
755428,Martin Lauer,1,0,0
839850,Kap Luk Chan,1,0,0
874723,O D Faugeras,8,4,1
880864,Judita Preiss,1,0,0
1087787,Pedro Domingos,4,0,0
1133433,Michael J. Witbrock,1,1,1
1183229,Ariel Tankus,1,0,0
1194689,William Gregory Sakas,1,0,0
1307249,Gloria Bueno,1,0,0
1364874,Ketil Bø,1,0,0
1614045,Eraldo Ribeiro,1,0,0
1693163,Carole J. Twining,1,0,0
276389,M. Rao,2,0,0
354127,Suzanne Ava Stevenson,1,1,1
366014,Terrance E. Boult,1,0,0
367820,Feng Han,1,0,0
497328,Luce Morin,1,0,0
581590,O. Chutatape,1,0,0
605040,Akiko Nakashima,1,0,0
761883,Stefan Kaufmann,1,0,0
803898,Tracy H. King,1,3,1
85961,Ayman Farahat,1,0,0
721723,Daniel Marcu,7,2,1
928516,Ross Cutler,1,0,0
1081846,Tim McInerney,1,0,0
1185534,Nobuhiro Yugami,1,0,0
1227520,A. Heyden,1,0,0
1250295,Erin L. Allwein,1,1,1
1652748,Meirav Galun,1,0,0
33052,Martin Jägersand,1,0,0
359002,Irfan Essa,1,0,0
448775,Michael Goebel,1,0,0
485135,Suresh Manandhar,1,2,1
516828,Wei Chu,1,0,0
621973,Daniel Saul Jurafsky,1,1,1
848184,John A. Bateman,1,0,0
899610,T. D. Rikert,1,2,1
943420,Marcello Pelillo,1,0,0
1091051,Lise Getoor,1,0,0
1120029,Peter Stone,2,0,0
1161581,Ronen Basri,3,0,0
1284839,J. Lorenzo Navarro,1,0,0
1369867,Julia Hirschberg,2,1,1
1430839,Peter Rander,1,1,1
1471573,Rémi Munos,1,0,0
1494679,D. Raba,1,0,0
86912,R. Deriche,6,6,2
188086,Mark S. Drew,1,0,0
190198,P Bouthemy,1,0,0
220797,Marcus Ackle Maloof,1,0,0
471815,Silviu Cucerzan,1,1,1
704210,Kaibo Duan,1,0,0
920147,Martin Reynaert,1,0,0
1016526,Peter Geibel,1,0,0
1369484,Lawrence B. Holder,1,0,0
1372086,Shiloh L. Dockstader,1,0,0
1584402,Jian Sun,1,0,0
1603136,A. A. W. Smith,1,0,0
1667714,Ricardo Aler,1,0,0
1674968,Karel Oliva,1,0,0
93301,Charles X. Ling,2,0,0
109411,Nuria Oliver,1,0,0
271030,Sing Bing Kang,2,0,0
440634,B. Bhanu,2,0,0
523691,Oliver Williams,1,0,0
535870,Xiaofeng Ren,2,0,0
536687,Jason Fritts,1,0,0
644014,S.-S. Ieng,1,0,0
681533,Matteo Negri,1,0,0
910458,Vibhu O. Mittal,2,2,1
969432,Kazuteru Komine,1,0,0
1201431,Ion Muslea,2,0,0
1549345,Changjiang Yang,1,0,0
1649356,Yufeng Liu,1,0,0
1683279,Andy Keane,1,0,0
52245,J. Shotton,1,0,0
149511,Camillo J. Taylor,2,0,0
150582,Ronald M. Kaplan,1,3,1
308058,David Nister,2,1,1
332258,Amund Skavhaug,1,0,0
376308,Douglas DeCarlo,1,0,0
384963,Yorick Wilks,1,0,0
467652,Shing-Tung Yau,1,0,0
501263,B. T. Thomas,2,1,1
537597,J Csirik,1,0,0
567385,Christopher D. Manning,6,1,1
629382,Philip M. Long,1,0,0
830170,Julia Hockenmaier,3,9,2
921539,Roger C. Tam,1,0,0
1281596,Mitsuko Yamura-Takei,1,0,0
1329922,Jan Alexandersson,1,0,0
1412127,Alvin H. Kam,2,0,0
1602343,Kristen Grauman,1,0,0
1604728,C L Giles,1,0,0
79599,Amy R. Greenwald,1,0,0
210366,Vittorio Ferrari,1,0,0
282083,Menno van Zaanen,1,0,0
514536,G. Hirzinger,1,0,0
575474,Xiuhong Zhang,1,0,0
876970,Amnon Shashua,8,6,2
1016882,Ellen Riloff,1,3,1
1105722,Marcus Hutter,1,0,0
1380776,Jeremy L. Wyatt,1,0,0
1474640,Masatoshi Tsuchiya,1,0,0
307638,Danny Keren,2,0,0
368018,Jane Mulligan,1,0,0
368640,Kenji Imamura,1,0,0
408917,Andrei Mikheev,1,1,1
512349,C. K. Williams,2,0,0
644972,Guangshan Jiang,2,0,0
650363,Eduard H. Hovy,4,2,1
680277,Masaru Miyazaki,1,0,0
902431,Jungyun Seo,1,0,0
1104383,Michael Gamon,2,0,0
1323047,Alex Waibel,2,0,0
1342253,Bob Price,1,0,0
1546626,Nanda Kambhatla,1,0,0
26882,Wei Hong,1,0,0
216437,Bernard Pfahringer,1,0,0
307786,Richard Zens,1,0,0
364156,Fatiha Sadat,1,1,1
482828,Wen-Chi Shei,1,0,0
524805,Chris Pal,1,0,0
526900,B. Bascle,1,2,1
532397,Dekai Wu,1,0,0
539581,Ian Marshall,1,0,0
1167800,Malte Gabsdil,1,0,0
1336772,Gilles Trombettoni,1,0,0
1381509,Ciril Groselj,1,0,0
1511907,Fuyuko Kido,1,0,0
1581043,Alberto Paccanaro,1,0,0
258587,Takaaki Hori,1,0,0
299976,Qing Ma,1,0,0
331989,Katharina Morik,1,0,0
590042,Efstathios Hadjidemetriou,1,0,0
715742,K. Tieu,1,0,0
842185,José L. Vicedo,1,0,0
868923,P. Anandan,1,0,0
966469,Daniel B. Russakoff,1,0,0
1007950,Carles Sierra,1,0,0
1180471,Katsuya Masuda,1,0,0
1191345,Mary P. Harper,1,1,1
1521603,H. González-Banos,1,0,0
1536309,Sanjoy Dasgupta,1,0,0
1621104,Alexander G. Hauptmann,2,0,0
1656689,Aya Aner,1,0,0
413196,L. H. Ungar,1,0,0
450666,S. Gong,4,0,0
498728,S J Maybank,1,0,0
541768,"Martin Cooperson, Jr.",1,0,0
667658,Pedro Isasi,1,0,0
806376,Mark Hoebeke,2,1,1
983256,B. A. Draper,1,0,0
1077615,Vasile Rus,3,3,1
1265132,Jean-Daniel Zucker,1,0,0
1407936,Sanjay Tiwari,1,0,0
59136,Xavier Llorà,1,0,0
127450,Reinhard Rapp,1,1,1
367618,Virach Sornlertlamvanich,1,0,0
682633,Ying Nian Wu,4,1,1
768843,J. Sullivan,2,6,1
1097610,Sébastien Ourselin,1,0,0
1185975,Seong-Bae Park,1,0,0
1191225,Ashish Venugopal,1,0,0
1668978,Yoram Singer,1,0,0
158820,A. Pentland,1,0,0
417771,Takao Watanabe,1,0,0
769041,Janyce Marbury Wiebe,1,0,0
923924,Wolfram Burgard,2,0,0
1027235,Alan Bundy,1,0,0
1504351,Chiori Hori,1,0,0
1535303,Mihai Surdeanu,3,0,0
1553426,Tele Tan,1,0,0
1623185,David Choi,1,0,0
1684078,T. Ludermir,1,0,0
490220,D. Snow,1,0,0
543529,Sadao Kurohash,1,0,0
551288,D G Lowe,2,2,1
565787,Jun Goto,1,0,0
721874,Michal Irani,6,9,2
868927,P. Anandan,6,9,2
897671,Eric Chown,1,0,0
921683,K. Mikolajczyk,1,0,0
954827,Vol Van Dalsem,1,0,0
1524848,Stuart Geman,1,0,0
1536460,F. Chaumette,1,0,0
1664238,Carlos Guestrin,2,0,0
97520,Benny P. L. Lo,1,0,0
218944,Ulrich Germann,1,2,1
260599,A. Blum,2,0,0
367337,Shiri Gordon,2,0,0
708915,S. Z. Li,2,0,0
779681,Christopher Culy,1,0,0
908144,Eric Breck,1,1,1
1027328,Rebecca Joyce Green,1,0,0
1062506,Eric P. Xing,1,0,0
1119348,John A. Marchant,1,0,0
1154238,Jose Hernandez-Orallo,1,0,0
1330471,Théo Papadopoulo,2,0,0
1466568,Sepandar D. Kamvar,2,0,0
1488351,Gregory F. Cooper,1,0,0
236724,Phillipe Burlina,1,0,0
320295,Craig William Codrington,1,0,0
794853,Quentin Delamarre,1,3,1
849520,Marc Swerts,2,0,0
901656,Mark Hepple,2,0,0
1253558,David W. Jacobs,2,0,0
1308793,Martha Stone Palmer,1,2,1
1554666,Illah Nourbakhsh,1,0,0
1682645,Alexander Berg,1,0,0
1683115,Arjan Kuijper,2,0,0
1698809,J. Deutscher,2,2,1
58670,Choh-Man Teng,1,0,0
236592,Pierre Isabelle,1,0,0
539654,Tao Zhang,1,0,0
644962,Fan Jiang,1,0,0
647779,A. Thayananthan,1,0,0
688367,Valentina Bayer Zubek,1,0,0
803013,Steven Gillis,1,0,0
863228,Makoto Itami,1,0,0
980612,Masaki Oono,1,0,0
1186909,Ido Dagan,2,0,0
1612939,G. Székely,1,0,0
1629666,A. Zelinsky,1,0,0
210216,Robert Amar,1,0,0
506190,Gerald Tesauro,2,0,0
620242,J. Lasenby,1,0,0
745197,William Schuler,4,0,0
814056,Patrick Ehlen,1,1,1
969840,Gianluca Donato,1,0,0
1111450,M. Brown,1,0,0
1120281,Daniel D. Morris,1,3,1
1347120,L Zhang,1,0,0
1405666,HeuiSeok Lim,1,0,0
62725,B. Kimia,2,0,0
69298,Prasad V. Tadepalli,2,0,0
111250,Russell Greiner,1,0,0
534055,Wei-Jing Zhu,1,5,1
553877,Valentin Jijkoun,1,0,0
592908,J. O. Kephart,2,0,0
608302,Elisabeth Crawford,1,0,0
654649,James Coughlan,3,2,1
1142024,Timo Ojala,1,0,0
1531188,Kurt Mehlhorn,1,0,0
24522,Danijel Skočaj,2,0,0
68922,K. Hanazawa,1,0,0
209645,Stéphane Lallich,1,0,0
253049,Gregory Aist,1,0,0
307393,Annabelle Chardin,1,0,0
410260,Adrian Corduneanu,1,0,0
521844,Daniel V. Klein,5,1,1
586774,Phan Huy Khanh,1,0,0
724453,Eunseok Lee,1,0,0
909247,Thomas G. Dietterich,3,0,0
959454,Wim Wiegerinck,1,0,0
1142069,Mark Dras,2,2,1
1165140,Chong Wah Ngo,1,0,0
1179823,Jun Suzuki,1,0,0
1249192,Naoki Abe,1,0,0
1348669,Ryuichiro Higashinaka,1,0,0
1525952,Jun-ichi Hirasawa,1,1,1
1631822,Sébastien Joga,1,1,1
1693155,Tim Oates,1,0,0
285923,Masao Utiyama,2,1,1
521535,John R Kender,2,0,0
522329,Johannes Fürnkranz,1,0,0
993726,Mohammad Ghavamzadeh,2,0,0
1274443,Yoav Freund,2,1,1
1370017,Carlos E. Thomaz,1,0,0
1603699,Stefano Soatto,11,3,1
95820,Ramin Zabih,6,3,1
95924,Suzanne B. Sandmeyer,1,0,0
149504,C J Taylor,4,0,0
193424,Shimon Ullman,2,0,0
430117,Jacques Ales Bianchetti,1,0,0
709906,Zijian Zheng,1,0,0
890730,Shree B. Kang,1,0,0
930380,Mohommed Waleed Kadous,1,0,0
973203,Michael I. Jordan,3,0,0
1072094,Bei Tang,1,0,0
1090577,P. Voles,1,0,0
1332663,Chris Brew,1,1,1
1677786,George Wilson,1,0,0
45268,Dimitrios Katsoulas,1,0,0
89038,Barbara Rosario,1,0,0
159168,Hajime Kimura,2,0,0
532138,Anil K. Jain,3,0,0
676333,Detlef Prescher,4,7,2
705583,Daniel Cremers,3,0,0
1239730,Eugene L. Fiume,1,0,0
1361043,Feng Zhang,1,0,0
1397702,Min Zhang,1,0,0
1420822,Edmond Boyer,2,0,0
1438334,Hanzi Wang,1,0,0
1539010,Kristian J. Concepcion,1,0,0
1660145,Sui Zhifang,1,0,0
74460,B. J. Tordoff,1,0,0
312467,Massimo Poesio,1,1,1
485499,Fletcher Lu,1,0,0
485982,Richard Crouch,1,3,1
500947,Timo Kohlberger,1,0,0
547814,Geoffrey E. Hinton,1,0,0
1265948,S. I. Betelú,1,0,0
1550293,Seishi Okamoto,1,0,0
1604579,Volker Blanz,1,0,0
1629808,Changsong Liu,1,0,0
1690508,Liu Wenyin,1,0,0
162198,Sabine Schulte im Walde,1,1,1
339279,Jeffrey Ho,1,0,0
623822,Rohini Srihari,2,0,0
636945,Tze-Yun Leong,1,0,0
870345,Tom M. Mitchell,1,0,0
969211,Ryuzo Okada,1,0,0
1093731,Yoong Keok Lee,1,0,0
1125836,Jörg Conradt,1,0,0
1168354,J. Starck,1,0,0
1287476,J. Dy,1,0,0
1628448,D. P. Robertson,1,0,0
677,Nuno Vasconcelos,2,0,0
98783,Chikara Matsunaga,1,1,1
124295,Young-Soog Chae,1,0,0
259834,Shamez Alibhai,1,0,0
670393,Taku Kudo,2,1,1
733461,Christophe Jermann,1,0,0
872463,Jin-Dong Kim,1,0,0
1143576,Michael M. Kazhdan,1,0,0
1260049,Roberto Piola,1,0,0
1352567,Prasanth B. Nair,1,0,0
1394926,Matthew Brand,2,4,1
1486455,Jian-Cheng Wu,1,0,0
1504490,Bernard Zenko,1,0,0
1612738,Bernd Kiefer,4,4,1
54529,Teruo Koyanagi,1,1,1
82624,Charles W. Anderson,1,0,0
261682,Nils T. Siebel,1,0,0
460609,John D. Lafferty,4,8,1
479355,Benjamin van Roy,2,0,0
485916,Wenmiao Lu,1,0,0
532167,Song Chun Zhu,11,1,1
541992,Amir Globerson,1,0,0
581002,Cheng Niu,2,0,0
709882,Zhiping Zheng,1,0,0
809889,Eric Sung,1,0,0
905253,Timor Kadir,1,0,0
1119049,Jonathan Baxter,3,0,0
1267566,Dit-Yan Yeung,1,0,0
97085,Sariel Har-Peled,1,0,0
198755,Guodong Guo,1,0,0
392189,Anitha Kannan,1,0,0
403672,Ljupěco Todorovski,2,0,0
491788,Shichao Zhang,1,0,0
519908,Ying Zhu,1,0,0
523017,Jing Wang,1,0,0
587351,G. Lanckriet,1,0,0
805118,Florin Ciucu,1,0,0
805614,Sang W. Lee,1,0,0
1016076,Bin Wang,1,0,0
1152330,D W Murray,2,0,0
1266815,Christian Müller,2,1,1
1477895,O. Drbohlav,1,0,0
1517708,A. Hilton,1,0,0
1622456,Jun Morimoto,1,0,0
1627114,Roma Robertson,1,0,0
1699311,Éva Sáfár,1,0,0
344307,Huajie Zhang,1,0,0
420268,Nigel Duffy,1,1,1
442114,Yossi Rubner,2,2,1
477326,James H. Elder,1,0,0
543968,Sven J. Dickinson,1,0,0
849819,Panos Giannopoulos,1,0,0
1263589,Judy Kay,1,0,0
1459525,Josephine Sullivan,1,0,0
1648464,A. D. Worrall,1,0,0
1688000,Fumio Takechi,1,0,0
32626,Jeffrey Ng,1,0,0
179523,Xiangrong Chen,1,0,0
274852,Christophoros Nikou,1,0,0
374591,Alin Dobra,1,0,0
702397,Yukiko I. Nakano,2,0,0
977992,Jin-Xia Huang,1,0,0
1004977,Greg Hamerly,1,0,0
1130157,Jong-Hoon Oh,1,0,0
1149509,Hung-Tat Tsui,2,0,0
1557684,W. Zhao,1,0,0
1579065,Hedvig Sidenbladh,2,7,1
1654895,Hayit Greenspan,3,0,0
417108,"Calvin R. Maurer, Jr.",1,0,0
891928,Lei Yu,1,0,0
1046568,Maureen Clerc,1,0,0
1155267,Kishore Papineni,2,6,1
1245926,Christopher Geyer,3,1,1
1540887,Martin Riedmiller,2,0,0
209107,João Paulo Costeira,1,0,0
265505,Tiecheng Liu,1,0,0
729826,Tom M. Heskes,1,0,0
1176385,Scott Matthew Thede,1,1,1
126806,Anand Venkataraman,1,0,0
139402,M. Sznaier,1,0,0
290611,Abraham P. Ittycheriah,1,0,0
539646,Philip Stuart Resnik,4,7,2
813100,Miguel Angel García,1,0,0
863381,T. Lindeberg,3,0,0
868934,P. Anandan,1,0,0
924152,Yoichi Sato,1,0,0
1056428,Seungwoo Lee,1,0,0
1256168,Wei Zhang,1,0,0
1306717,Kumiko Tanaka-Ishii,3,0,0
1417840,R. Horaud,3,1,1
1559734,Dominic Widdows,1,0,0
1989,Malcolm J. A. Strens,3,0,0
74878,Pierre Gurdjos,1,0,0
210667,Charles B. Callaway,2,0,0
380572,Rosemary Emery,1,0,0
595755,Anlei Dong,2,0,0
662407,Hanqing Lu,1,0,0
747366,Zhenyi Wen,1,0,0
987795,E. R. Hancock,10,2,1
1126535,Joviša D. Žunic,1,0,0
1192847,P Cheeseman,1,0,0
1271404,Ralph Debusmann,1,3,1
1508968,V. Cherkassky,1,0,0
68688,David Demirdjian,2,0,0
74083,Elli Angelopoulou,2,0,0
148492,Hiromi Ozaku,1,0,0
477632,Rong Jin,1,0,0
524175,Shinichi Ueno,1,0,0
650577,Zheng Chen,1,0,0
667436,Zhouwen Tu,1,0,0
841367,D. J. Kriegman,4,1,1
872504,Jung-jae Kim,1,0,0
946912,Marc Moens,1,0,0
968113,Ann B. Lee,1,0,0
1120329,Alain Content,1,0,0
1132948,Andrea Fusiello,2,0,0
1346193,Junichi Aoe,1,0,0
1415728,M. Kearns,1,0,0
1528250,Harry Wechsler,1,0,0
1632700,F. Calderon,1,0,0
24505,S. J. Russell,2,0,0
52878,George A. Miller,1,0,0
145217,Gang Wang,1,0,0
342771,B. A. A. Nazief,1,0,0
504174,Guang-Zhong Yang,1,0,0
661634,D. Koubaroulis,1,1,1
715863,Eric J. Horvitz,2,0,0
862275,Anuj Dev,1,0,0
949876,Pierre Charbonnier,1,0,0
1051997,Ralf Schoknecht,1,0,0
1162110,Thomas A. Funkhouser,1,0,0
1180305,M Takeichi,1,0,0
1208435,K. N. Walker,1,0,0
1254967,John Zweck,1,0,0
1287507,Feng Lin,1,0,0
1585454,Hiroshi Ishikawa,1,1,1
1666773,Eleni Miltsakaki,1,0,0
1667776,Sergey Ioffe,1,0,0
1675468,Jing Zhong,1,0,0
100313,Marina Meilă,2,0,0
101804,Yasuyuki Sakai,1,1,1
118591,Guillermo Sapiro,2,0,0
410585,Marc Pollefeys,3,0,0
430119,Wei Yun Yau,2,0,0
463450,Manabu Sassano,1,0,0
509210,Horacio Saggion,2,0,0
596771,Katrin Erk,2,0,0
596884,Nebojša Jojić,4,5,1
643440,Lex Weaver,1,0,0
713780,Claude-Nicolas Fiechter,1,0,0
836788,S. P. Chan,1,0,0
886783,Julien Sénégas,1,0,0
956204,A. Verri,1,0,0
1048365,Daniel DeMenthon,1,0,0
1105725,Sébastien Granger,1,1,1
1133385,Hagit Zabrodsky Hel-Or,2,0,0
1159200,David M. Pennock,1,0,0
1313689,S. Early,1,0,0
1405926,Xiaoli Li,1,0,0
1453295,Kathleen F. McCoy,1,0,0
1510221,G. Semeraro,1,0,0
1612968,Gang Hua,1,0,0
1657600,Ying Yang,1,0,0
25330,Fredy Amaya,1,0,0
303231,Shankar Rao,1,0,0
409742,Salvador Botello,1,0,0
725068,June-Ho Yi,1,0,0
1222902,Marilyn A. Walker,8,5,1
1316168,S. Matwin,2,0,0
1379100,Susumu Katayama,1,0,0
1593499,Grace Ngai,2,4,2
60786,Mike Barley,1,0,0
109575,Atsuyoshi Nakamura,1,0,0
251272,V. Cornilleau-Peres,1,0,0
338699,G. McGunnigle,1,0,0
354301,Adam Laud,1,0,0
512090,Ulrich Schäfer,3,1,1
525582,J. S. Kandola,1,0,0
570526,César Silva,1,0,0
604911,R. L. de Màntaras,1,0,0
607575,Gunaranjan Vasireddy,1,1,1
621252,James R. Davis,1,0,0
629033,Ce Liu,1,0,0
803905,Ralf Klinkenberg,1,0,0
1011761,Ran El-Yaniv,1,0,0
1014141,Rik Fransen,1,0,0
1105374,Omar Javed,2,0,0
1166246,C. Zhang,1,0,0
1204081,Michael Fleischman,1,0,0
1526884,Luc M. J. Florack,2,0,0
1646166,Klaus Mück,1,0,0
27705,G. J. Streekstra,1,0,0
153181,David D. Jensen,1,0,0
244671,Kai Ming Ting,3,0,0
327710,Dani Goldberg,1,0,0
380153,Isabelle L. Herlin,1,0,0
431572,Kathleen R. McKeown,4,3,1
532494,Akane Yakushiji,1,0,0
621476,Chin-Hwee Peh,1,0,0
624312,Alex J. Smola,3,1,1
830866,Franz Beil,2,4,1
992824,Atsushi Fujii,2,1,1
1049445,Toshio Ueshiba,1,0,0
1192607,Hanan Samet,1,0,0
1374767,Thorsten Brants,1,0,0
151576,Horst Bischof,1,0,0
301599,Don Blaheta,1,0,0
451678,Julia Vogel,1,0,0
593098,Daniel Nikovski,1,0,0
649343,Chris Brockett,1,0,0
758263,N. Kiryati,2,3,1
827003,A. Shokoufandeh,1,0,0
989221,Enrico Di Bernardo,1,2,1
1175212,Mark D. Pendrith,1,0,0
1213127,Antoine Monnet,1,0,0
1399305,Candace L. Sidner,1,0,0
1519712,Nitin Indurkhya,1,0,0
42945,Vinay Bhat,1,0,0
288713,Jefferson A. Coelho Jr.,1,0,0
347730,Daniel Gildea,3,3,1
347802,Bonnie J. Dorr,1,0,0
596823,Mikael Rousson,2,2,1
754357,Kohji Itoh,1,0,0
757333,Katja Markert,1,0,0
765068,David E. Johnson,1,2,1
1139786,LIU Xiaohu,1,0,0
1322705,Michael R. Miller,1,0,0
1535016,Hsin-Hsi Chen,1,0,0
1625774,Dídac Busquets,1,0,0
1670596,Herman L. Ferrá,1,0,0
1680915,Stefan Kramer,2,0,0
411044,S. Buchholz,1,0,0
411462,Justus Piater,1,0,0
566019,Bernd Möbius,1,0,0
865518,Junhwan Kim,2,0,0
869427,Noriyoshi Uratani,1,0,0
1192850,Sebastian Padó,2,0,0
1336589,Emi Izumi,1,0,0
1415869,Weng-Keen Wong,1,0,0
1428133,Stephen Lin,2,2,1
1693774,William B. Dolan,1,0,0
190521,M. Schmidt,1,0,0
306197,Ming-Hsuan Yang,2,2,1
321545,Nicholas R. Howe,1,0,0
902181,Nahum Shimkin,1,0,0
939002,Jie Yang,2,0,0
1218486,Hilan Bensusan,1,0,0
1318540,Andrew R. McCallum,5,11,2
1327115,Paul Komarek,1,0,0
1536424,Bernhard Schölkopf,1,0,0
1552562,Robby T. Tan,2,0,0
1633944,Mads Nielsen,4,0,0
1673762,Alain Trouvé,1,0,0
48290,Matthias Heiler,1,0,0
479964,E. Brill,3,9,2
521201,Remco C. Veltkamp,1,0,0
913835,Fayin Li,1,0,0
922973,Nick Barnes,1,0,0
1158347,Eisaku Maeda,2,0,0
1179064,Jana Košecká,4,1,1
1193697,G. Rives,1,0,0
1229340,Markus Becker,2,1,1
1425704,Yong S. Choi,1,0,0
1482471,Tal Arbel,1,0,0
1579818,Paul Smith,2,0,0
164316,René Payrissat,1,0,0
465966,Annalisa Barla,1,0,0
539697,T. Zhang,3,2,1
558911,P. Caudal,1,0,0
568211,Kyriakos N. Sgarbas,1,0,0
814378,Kavita Thomas,1,0,0
1026969,Anton Leuski,1,0,0
1189781,A. Scott Lennox,1,0,0
1553198,S. Avidan,3,0,0
229470,Danyu Liu,1,0,0
522004,Eitaro Fujioka,1,0,0
591535,Pavel Krbec,1,0,0
930851,Guy Gilboa,1,0,0
1053031,Frank Keller,2,0,0
1074844,Joseph L. Mundy,1,0,0
1083073,Kia-Fock Loe,2,0,0
1107594,A G Barto,5,0,0
1178523,Frank Stolle,1,0,0
1194519,Andrew Zisserman,12,4,1
1253443,J. H. Wright,1,1,1
1299391,Mark W. Craven,2,0,0
1379870,P. Perona,5,8,2
256556,Berthold Crysmann,2,1,1
263292,R. P. N. Rao,1,0,0
497708,T. Daniel Midgley,1,0,0
527485,John Williams,1,0,0
800771,R. Prevete,1,0,0
861753,Rayid Ghani,3,0,0
1337695,Paola Giovanna Merlo,1,1,1
94424,Goh Chooi Ling,1,0,0
536062,J. Carroll,2,0,0
651641,Alvin H. Kam,1,0,0
781098,B. Jähne,1,0,0
949666,Richard S. Sutton,3,0,0
1088222,Robert Kaucic,1,0,0
1088832,James J. Little,1,0,0
1284700,Marc Light,1,1,1
1414921,Daniel Freedman,1,0,0
1453964,Aurélien Max,1,0,0
36692,Christian Wallraven,1,0,0
150281,W. Culbertson,1,0,0
407780,Kiyoshi Yamabana,1,0,0
667119,Matthias Seeger,2,0,0
782577,Kenji Hara,2,0,0
1027456,Volker Krüger,1,0,0
1046398,Colin Davidson,1,1,1
1081001,Valentin Tablan,1,0,0
1364394,Shivani Agarwal,1,0,0
1526388,Teruhisa Misu,1,0,0
1556428,Daisuke Miyazaki,2,0,0
1637129,Mircea Nicolescu,1,0,0
1644558,Yan Liu,2,0,0
189375,Leo J. Guibas,2,1,1
329817,Andrew Blake,7,10,2
354406,Kar-Ann Toh,1,0,0
461109,Nancy Ide,2,0,0
512124,Lourdes Agapito,1,0,0
566321,David Tschumperlé,2,0,0
595767,Nimrod Megiddo,1,0,0
730458,Kim Steenstrup Pedersen,1,0,0
735744,Geoffrey Zweig,1,0,0
760402,Jean Ponce,6,1,1
920978,Sharathchandra Pankanti,1,0,0
1348360,Michael Isard,3,9,2
1629362,Tomas Brodsky,1,0,0
1648038,Howard J. Schultz,1,0,0
56955,Chi-Keung Tang,1,0,0
251132,Sebastian B. Thrun,4,0,0
329846,Marco Saerens,1,0,0
462752,Masato Yamamoto,1,0,0
630142,Andrea Garullli,1,0,0
1034275,ZhenQiu Zhang,1,0,0
1120524,Matthew Stone,1,1,1
1196440,Sholom M. Weiss,1,0,0
